ID,Feature_A,Feature_B,Feature_C,Target
598,40.21236284217693,20.403563462889885,High,Class3
599,45.55706739923888,55.50849493022862,High,Class1
600,53.77300493044852,73.30712960296748,Medium,Class1
601,57.56988616645352,61.5985450260179,Low,Class3
602,,,,Class2
603,58.6960592010566,35.538456868573945,Low,Class2
604,63.55637858804951,78.37917844853972,High,Class2
605,,,,Class2
606,68.76795812558066,0.5229613542912737,Medium,Class3
607,42.26210800896427,76.09907600280938,Medium,Class3
608,37.55345296688583,3.531135494023907,Medium,Class1
609,32.212797510957216,74.57337827312321,Low,Class2
610,64.96044311489183,20.24805601652374,High,Class2
611,56.54365656354058,95.80734801193802,High,Class2
612,49.44415329089545,36.79407513020845,Low,Class3
613,52.799686263198204,32.69316163380791,Medium,Class2
614,38.74510952701623,14.888805033244468,High,Class3
615,74.45751979616827,30.560421549021488,Medium,Class2
616,51.292211819752275,87.66507618282006,Low,Class2
617,51.09394794604893,99.63343376272474,Medium,Class1
618,,,,Class2
619,54.810092317367136,44.861063095454256,High,Class2
620,52.23884024279131,72.2070938202737,Medium,Class1
621,42.09525544554688,88.61957804650746,Low,Class3
622,,,,Class3
623,68.82024496475034,39.15256981778293,Low,Class2
624,63.454200461549775,41.262184084862376,Medium,Class3
625,65.93186626639397,69.56181464968068,High,Class2
626,44.88784323568815,0.32182636042786816,Low,Class1
627,,,,Class1
628,48.74213079900352,35.54930104413574,Low,Class2
629,50.557249122886944,79.41973312770843,High,Class1
630,60.94191518470949,9.299063982313216,Medium,Class1
631,33.07535370285181,58.82022669483905,High,Class2
632,65.29550319460614,48.09728898861238,Low,Class2
633,48.419921014210104,64.23255259052274,Medium,Class1
634,45.7311893005258,6.485359448296835,High,Class3
635,39.87895624739832,57.99837874281313,Low,Class3
636,33.451433281342304,56.14845879595237,Low,Class2
637,,,,Class2
638,50.73317967188404,60.34876665964548,High,Class3
639,37.10039100258946,67.64679372263622,High,Class1
640,37.04921227936384,80.49889996807697,Low,Class3
641,46.64215300709872,26.982072012821433,High,Class3
642,66.69021525289392,82.5049410180062,Low,Class3
643,47.40408648636395,49.82556822634536,High,Class3
644,34.96857046881894,7.705827913433117,Low,Class2
645,47.54256935914056,5.85509292439792,Low,Class2
646,47.27276430252329,33.42383186960608,Medium,Class1
647,23.031133570584284,78.48969771114676,High,Class1
648,49.45705133482188,70.76809347409157,High,Class1
649,47.69065469791322,78.86149646724064,Low,Class1
650,56.96206364813418,51.72690564416094,Low,Class3
651,68.48956094945345,44.01989979554906,Low,Class2
652,61.26565029547757,14.745252670628394,Medium,Class2
653,,,,Class1
654,38.934740912583294,43.40193661738753,Low,Class1
655,75.7335980324986,8.860042967961723,High,Class3
656,50.59218434014488,22.061195271121125,High,Class3
657,50.13929291912946,59.82252940637388,Medium,Class1
658,49.758749128899964,73.56631142391899,Medium,Class2
659,51.98084760767855,99.83475113929497,Low,Class2
660,48.556395880760576,93.31133313435576,High,Class2
661,,,,Class1
662,44.53141058759608,42.1248053294072,Medium,Class2
663,,,,Class3
664,44.56575228866235,78.56516180802319,High,Class3
665,42.871542173228356,11.833619092338733,Medium,Class1
666,51.064302276918966,40.99048896962883,Low,Class3
667,47.450227825791444,83.98022856356172,Low,Class1
668,65.0399298858269,38.3832951933044,High,Class2
669,23.490301916069882,57.18722712271865,Medium,Class2
670,60.91506851922462,58.77693608621982,High,Class2
671,62.46085192497629,18.447625313363936,Medium,Class3
672,29.266097675918505,36.22354416522884,Low,Class1
673,46.573124059196516,33.451128874193216,Medium,Class2
674,46.28559134004209,2.6196708532064794,Low,Class1
675,35.924883052821784,2.4191763891355245,Medium,Class2
676,42.22183312409125,83.16970436757735,High,Class3
677,38.894241545341714,27.30708099728124,Low,Class3
678,67.52270443423623,51.80787662388154,High,Class1
679,,,,Class3
680,,,,Class3
681,57.21672064043235,25.929675886577375,Low,Class1
682,38.70948228782771,42.96568127389351,High,Class2
683,44.75479733720226,87.27302504846018,High,Class3
684,54.89374561227918,84.19335667918087,High,Class1
685,37.778721911080545,18.610141784627732,High,Class3
686,57.12998430172388,80.26433097957104,Low,Class3
687,47.59674601841865,45.81868867378927,Low,Class3
688,,,,Class3
689,57.10959968203491,13.347997241594378,Medium,Class1
690,54.4426331148604,8.060151375712465,Medium,Class1
691,46.3903383418092,72.79393069737652,Low,Class1
692,61.59329803364248,49.646115235529976,High,Class3
693,,,,Class3
694,56.15935606944264,72.95082286523967,Low,Class3
695,55.93101257968384,76.55128989911097,Medium,Class1
696,46.904535606860094,15.890816766935355,Medium,Class3
697,53.26133022242118,61.02251494776413,Medium,Class2
698,37.488864236146966,13.535408227768553,Low,Class3
699,59.24027019206901,75.13750860290457,Medium,Class2
700,48.15097863557011,65.69551562671396,Low,Class3
701,44.772769794809605,95.6614621083458,Low,Class1
702,60.49009225836889,6.895801635642118,High,Class3
703,42.95656309457241,5.705472115125431,Medium,Class2
704,35.91538703636441,28.218707469320016,Low,Class2
705,34.433708264760966,26.170568373590598,Medium,Class3
706,56.06009951345639,24.697879907199983,Medium,Class2
707,37.19570647503717,90.62545805210367,High,Class2
708,67.54794181984364,24.95461998495061,Medium,Class1
709,29.18070592116278,27.1949726128631,High,Class3
710,66.96456368290038,75.93982624179637,Low,Class3
711,52.11017467202618,44.973984245054,Medium,Class3
712,49.032868881296075,77.67105569551812,Low,Class2
713,44.550809131910505,6.536615756438524,Medium,Class3
714,53.991361143520706,48.75711936733843,Low,Class3
715,,,,Class1
716,61.03301882016521,6.265320345535452,Medium,Class1
717,51.142276486620396,90.64374533444109,Medium,Class1
718,51.50301761461878,13.924537111759516,Medium,Class2
719,46.36387787786144,53.24206822752171,Medium,Class3
720,49.43054376278933,41.10956026007065,Medium,Class1
721,53.07801768892059,34.73433262588427,Medium,Class1
722,32.89831607343375,89.98333456872724,Medium,Class1
723,36.518145778942866,2.18233967754895,Medium,Class3
724,57.43264094022715,66.37896861755891,Low,Class3
725,51.708654381279416,96.33944342135504,High,Class3
726,48.16016663647321,56.016818346184195,Medium,Class2
727,50.184339330653934,93.68224620330918,High,Class2
728,53.47581705361671,5.225787928602377,Medium,Class1
729,44.60240319690639,41.87933190741614,Medium,Class3
730,42.216952745976876,26.015779096205115,Low,Class1
731,51.958452550976816,73.08209649807299,Low,Class3
732,40.21627222384968,98.12970904972467,High,Class3
733,54.082527557144715,25.65300624442478,Low,Class3
734,32.9741639576216,65.41746014740745,Low,Class2
735,60.29155637325644,19.809763275974014,High,Class2
736,54.72597482413043,56.53302545716099,Low,Class3
737,52.56029734313876,46.39324866883362,Medium,Class1
738,,,,Class3
739,66.65474444462576,60.85272726964666,High,Class3
740,60.1437006501813,34.950637208681876,Medium,Class1
741,,,,Class3
742,,,,Class1
743,43.75181422304321,22.53169299512351,High,Class2
744,50.26091050210834,25.0966661340298,Medium,Class2
745,55.17659020469123,85.06160578411378,Medium,Class1
746,42.742561868465344,56.12227882825249,Low,Class2
747,51.86766764477078,52.33909113743665,High,Class2
748,42.44617067646678,11.476887186921747,Low,Class1
749,43.884821970080516,86.0139693349435,Low,Class2
750,35.93338903151778,72.28143032084837,Medium,Class3
751,40.76766753889096,6.766836190000158,High,Class3
752,36.48315394383666,70.78350972297687,High,Class1
753,40.241267470226674,54.353821734264606,High,Class2
754,,,,Class3
755,40.50601111168057,45.830064152865646,Medium,Class3
756,76.32382064837391,48.469628713004695,Medium,Class2
757,54.93317900880889,16.577454016327575,Medium,Class2
758,51.84836123694874,94.56981470002823,Medium,Class3
759,41.41642219818787,84.99753714806619,High,Class3
760,57.003098794089915,66.90223373291083,Low,Class1
761,44.24362173762226,46.22955610006072,High,Class1
762,,,,Class3
763,75.60084538268795,65.09734671509541,Medium,Class1
764,49.0394010027535,54.543186940690546,Low,Class3
765,,,,Class3
766,42.96823574874112,51.25026487703317,High,Class1
767,49.65011509503038,80.64036172328395,Low,Class1
768,67.7080063563551,45.923987759695805,Medium,Class2
769,43.730329422122324,5.195657755426842,Medium,Class2
770,68.12448557996929,78.6278199384033,High,Class2
771,57.07751935455475,20.13637821359744,Low,Class3
772,44.37533224105732,25.862083488803876,Medium,Class1
773,56.32407739055521,16.47063534322959,Medium,Class3
774,59.7255444962673,33.02150648714976,High,Class1
775,56.21809962217196,75.6751505688635,Medium,Class3
776,34.297752801095434,51.93858595039374,Low,Class2
777,42.728628241751316,20.488127415071254,High,Class2
778,47.52481364448495,87.78300781520409,High,Class2
779,49.25566570899954,87.95818549515292,Low,Class3
780,56.206720975506784,87.05784250460069,High,Class1
781,51.777010009332535,23.87962113815393,Medium,Class1
782,36.64655641289899,45.12393441809881,Medium,Class2
783,53.801978510059634,98.49896561408751,Low,Class2
784,56.10585745283823,77.20124763099903,Medium,Class2
785,55.5979044793104,2.716742122555982,Low,Class2
786,60.807807255546216,6.5204591260492055,Low,Class1
787,58.33922154548904,46.39313768123328,Medium,Class3
788,,,,Class3
789,49.29834288541353,53.870179795271426,Medium,Class3
790,33.39039066484008,49.781250803429025,High,Class3
791,54.296182191325855,10.547369995663058,High,Class2
792,52.076876871631114,65.6780104724294,Low,Class2
793,52.715788371953735,82.21031606002255,Medium,Class2
794,37.232514241796906,38.04200075075623,Medium,Class3
795,39.189434595917376,77.56118509253275,High,Class2
796,60.53152853332904,96.44766539008116,High,Class2
797,49.60444846143345,20.376645912768907,Medium,Class1
798,56.81500697372624,52.33296311947413,Low,Class1
799,50.28318376130461,28.713795808457554,High,Class2
800,50.297561394957455,79.28544190338394,Low,Class1
801,59.382838059759976,57.75933658811575,Low,Class1
802,44.83955271782626,63.45824175503038,High,Class2
803,50.96120776940983,79.79141596158941,Low,Class2
804,45.377247112949576,39.59704726624549,Low,Class2
805,45.65503772567684,91.50900684070432,Medium,Class2
806,46.908278765313604,53.302886724614,Low,Class3
807,52.22133771633713,15.7954822835348,Medium,Class3
808,45.212513783365225,69.58991181688025,High,Class2
809,62.55756125573521,79.32613504382545,High,Class1
810,41.05392697780496,31.67616770675267,Medium,Class2
811,48.13128355838641,85.7179256998753,High,Class2
812,,,,Class1
813,64.46977884353733,27.690448737780894,Low,Class3
814,51.965547765115744,98.3521472715222,Low,Class2
815,60.31844539468635,14.071152804875842,High,Class2
816,35.14439626963028,20.201566840248997,Low,Class3
817,52.67050265869259,18.422483923802613,High,Class3
818,58.89630795623437,89.39897100078704,Low,Class1
819,50.82283989275424,65.42925523249619,Medium,Class3
820,60.654803750653514,15.210428322227287,High,Class3
821,,,,Class3
822,64.0934744018558,61.529802506980204,Low,Class1
823,72.9889812361925,8.34640849893833,High,Class3
824,46.37161439560341,88.24163684073388,High,Class3
825,45.54497478599228,80.36035354415351,Medium,Class1
826,64.533844771177,50.52067735766382,Medium,Class3
827,,,,Class3
828,44.771399728467316,41.77609792750997,Medium,Class1
829,45.798131829041424,98.41103190364979,Low,Class2
830,47.18215391139493,66.79199988036271,Low,Class1
831,36.555494889657226,63.467127325394145,Low,Class3
832,40.81348053515802,16.5954895295785,High,Class3
833,39.95859233247932,88.1927758304644,Medium,Class3
834,42.32202434895871,42.74896879206152,Low,Class1
835,49.65315112613219,16.223340578247935,Medium,Class3
836,52.342147325365204,1.260751997575904,Low,Class3
837,65.50500492814076,55.975568363838256,Medium,Class1
838,,,,Class2
839,59.843223984765835,71.93536223691585,Low,Class2
840,47.86011155774491,89.02580530178021,High,Class3
841,49.50536290347567,7.9406584643029525,Medium,Class1
842,56.74819492166604,73.14964903403623,High,Class3
843,38.772779784377015,18.741194409758222,High,Class1
844,53.82409746184051,85.8177053157164,Low,Class1
845,51.66452208213056,81.90635138616561,Low,Class2
846,54.92451264008149,54.07937549855444,Low,Class2
847,52.89168643907818,71.02427986233116,Medium,Class1
848,74.55300139910895,31.43501131837484,Low,Class3
849,43.62260015748684,47.116789893281464,Low,Class2
850,44.690030449981826,82.16368977104716,Medium,Class3
851,43.76859473575236,45.92651971732139,Medium,Class2
852,44.44522880839745,35.77982653254418,Low,Class2
853,43.62612872693482,49.421244725029986,Low,Class3
854,61.89016531107552,82.82492524372184,Low,Class2
855,64.20504247989855,33.520804737087275,Low,Class2
856,44.29253706250524,17.37615931357438,High,Class3
857,41.67644426895771,71.20140203307808,High,Class2
858,54.71415556386404,82.59782127080818,Low,Class2
859,44.477769557190285,10.063747852353334,High,Class2
860,,,,Class3
861,52.029230208513,14.19719897609939,High,Class1
862,34.84255885002768,34.79414115821666,High,Class3
863,65.47505201330061,45.035097890541266,Low,Class1
864,67.95877673095522,74.88263369633064,High,Class2
865,43.87211309515614,65.11475848816741,High,Class1
866,46.122984400640156,62.092856747843115,High,Class3
867,,,,Class3
868,53.34456789987025,84.144755308476,Medium,Class2
869,56.5854427267283,47.128716739816454,Low,Class1
870,70.1020453876635,97.91049380151546,Low,Class2
871,48.2305277250595,63.41421382957368,Medium,Class2
872,42.01702755461546,12.626474156450273,High,Class3
873,36.20680771985473,67.6177562075434,Medium,Class1
874,42.69069960058081,32.5104015431699,High,Class1
875,49.66873027126203,68.63271966860974,Medium,Class1
876,67.94557863517788,6.964114816240574,Low,Class1
877,44.823887009638284,17.48814371759594,Low,Class2
878,52.237879516388986,85.57372589057863,Low,Class2
879,49.83577103927248,22.71795570235149,High,Class3
880,,,,Class2
881,75.26932425873622,27.927608845441043,Medium,Class2
882,44.69131227079679,64.28819100587077,Medium,Class3
883,45.10560557481778,69.4150573509831,Low,Class3
884,,,,Class3
885,56.81891489626312,30.531067669673128,Medium,Class2
886,68.46707325736034,21.264437637109612,High,Class2
887,55.839281853259635,3.318935456242622,High,Class3
888,46.40707909212941,30.39464012407238,Low,Class3
889,55.90654830692309,65.3162790531283,Low,Class3
890,61.087035805829075,93.83048184484826,High,Class2
891,58.204821811973645,87.1204482263052,High,Class2
892,55.07274031107298,76.60647765353026,High,Class1
893,60.666746895891535,78.84473432532987,High,Class2
894,61.692955904456724,66.49849034759953,Low,Class2
895,63.82158991037527,26.0286857566003,Medium,Class2
896,56.48709887589643,90.71950307058299,Low,Class3
897,48.328819196831454,67.0732311905834,Medium,Class2
898,51.46713686433323,56.04406309804399,High,Class3
899,62.06508966508357,11.098946921348107,Medium,Class1
900,,,,Class1
901,53.686733088729014,46.03582712019263,Low,Class3
902,,,,Class3
903,,,,Class3
904,62.78451862607299,38.04005489704097,High,Class2
905,51.910990680199035,97.68003285106593,Low,Class1
906,50.46436548156149,11.072059332631568,Low,Class3
907,36.40143859020081,42.25484283119446,High,Class2
908,57.46253566027221,4.202467517140529,Medium,Class1
909,56.45484181141075,73.99041207669303,Low,Class2
910,71.6325472330546,91.80765521991506,Medium,Class1
911,46.92221765046999,28.003732955048942,Low,Class2
912,52.19150327663939,85.83416767991208,Low,Class1
913,52.49383683710755,29.221823046189776,Low,Class1
914,65.77453279763475,91.07701616439152,Low,Class2
915,49.047044676130476,75.3961903596784,Medium,Class3
916,52.790215257703395,80.49067768414386,Medium,Class1
917,56.078965097165394,1.80065556004545,Low,Class3
918,51.86609123156358,96.2810357074026,Low,Class2
919,45.535663854494715,72.66709920703232,Medium,Class3
920,51.94089992898308,30.47510953861333,High,Class3
921,60.73631749859772,82.9394664858847,High,Class3
922,39.7348470058894,28.152119841492997,Medium,Class3
923,51.32969674146876,87.2753839566128,Low,Class3
924,42.99879185060827,11.258039041193701,Low,Class1
925,,,,Class1
926,34.76813095216225,54.069847664491036,High,Class1
927,44.410781527284115,9.653447019544082,Medium,Class2
928,53.772118750645205,24.189382825883897,High,Class3
929,65.65524029234341,1.240403627731479,Medium,Class1
930,49.34249738927012,46.876796546450585,High,Class2
931,44.44800473306802,30.126526076000037,High,Class1
932,68.8115706944059,59.83574842977588,High,Class1
933,35.51986099583756,29.72378077086172,Low,Class3
934,28.011940433799182,29.99191115069847,Low,Class2
935,54.40014450053332,74.31931987316034,Low,Class3
936,44.97945775647389,4.814283597835345,High,Class3
937,39.787671828692865,90.28949951919873,Medium,Class1
938,57.08356447299353,85.22638743911814,Medium,Class3
939,,,,Class2
940,44.359213692632714,59.32215701073843,Medium,Class3
941,37.19695601329106,89.23024981396523,Low,Class3
942,58.724573282801444,18.533017952871443,Low,Class3
943,56.50201177958661,7.896916219082861,High,Class1
944,49.00824136220617,23.95101699095381,High,Class2
945,68.46636996047665,79.45782787001903,Medium,Class1
946,39.29915233673847,3.4670266726483323,Low,Class1
947,34.74474829075261,58.280683508348964,Medium,Class1
948,,,,Class1
949,49.54413983644502,85.56960938375394,High,Class1
950,52.43339449322692,52.14456890435895,Medium,Class2
951,47.5876394214367,6.364090928664234,High,Class3
952,53.520553965142966,83.13735143857099,Medium,Class1
953,37.48460575809556,59.89785081772106,Low,Class1
954,64.4376460407326,11.493299705956684,Medium,Class2
955,49.178488216074314,9.38572848233562,Low,Class2
956,61.172958315881274,90.96268194365923,Low,Class3
957,53.42725346377704,66.92002629380784,High,Class2
958,54.567532191537836,82.92867993167555,High,Class3
959,55.69767280232204,87.89789002822673,High,Class1
960,54.47708560017315,57.17723520483222,Medium,Class1
961,56.42722759867544,51.74463517550413,Medium,Class3
962,63.29152530132431,43.042741032099016,High,Class2
963,51.9652116970147,31.69465877911193,Medium,Class3
964,57.09003757588512,43.459596085871176,High,Class2
965,49.102643057127736,77.38796557301563,Medium,Class1
966,64.40117215449473,60.19234310151316,Low,Class2
967,43.2360769794073,89.2523289954846,Low,Class3
968,68.00940432910815,44.33800143791877,High,Class3
969,49.59842049355657,60.7089578718754,Medium,Class1
970,35.69224897881952,63.130755309198875,Medium,Class2
971,51.28104414910789,59.16971623063255,Low,Class2
972,43.18948342525119,70.26337730855164,Low,Class2
973,58.406435489887244,23.74334683748063,High,Class1
974,,,,Class2
975,,,,Class3
976,31.104592690544692,38.45113276448126,Low,Class2
977,45.47693680750923,48.76670686212644,Low,Class1
978,25.761206733710434,65.22242595454725,Medium,Class2
979,34.16097176514277,95.05310525862035,Low,Class2
980,57.604146561442974,60.06510665483559,Low,Class3
981,57.85800158650832,74.35939161765597,High,Class2
982,54.254575617849646,50.626605949520275,Low,Class3
983,40.33023856870787,63.41040313763313,High,Class3
984,49.5228864385802,7.093221613377343,Low,Class1
985,49.963974609094315,25.439158084184697,Low,Class3
986,38.416353108074574,36.185309320513866,High,Class3
987,,,,Class1
988,58.77362290575671,4.564874550238374,High,Class3
989,47.79035826170336,14.002409755331769,High,Class1
990,50.26885838994531,27.68143077913058,High,Class2
991,52.08382807947552,97.15326909010507,Medium,Class1
992,29.582651315757094,33.134700710305076,Low,Class3
993,47.52822617479403,48.20410581120825,High,Class1
994,43.180157520022014,19.609771273839293,High,Class3
995,39.983799901050844,61.07800710757682,Medium,Class2
996,47.18899707114045,28.068321551597432,High,Class1
997,67.97686526849523,20.699257843842677,Low,Class2
998,56.4084286126701,51.65726284459791,Medium,Class3
999,,,,Class3
1000,55.72582781356159,0.7664032649225327,Low,Class2
